337097,1702;;BEST;WORST;AVG;STD
335343,3706;;;;;
336262,0821;;;;;
307101,1741;;;;;
342028,7888;;;;;
347429,9113;;;;;
351169,1401;;;;;
324475,9953;;;;;
342854,1162;;;;;
312491,7155;;;;;
353684,1359;;;;;
359472,7108;;;;;
348941,1538;;;;;
318916,1282;;;;;
350413,2563;;;;;
323433,1098;;;;;
357687,1636;;;;;
330658,3518;;;;;
332780,1117;;;;;
334756,5033;;;;;
335172,515;;;;;
318971,9033;;;;;
337165,2484;;;;;
359883,8349;;;;;
333375,1852;;;;;
336114,9278;;;;;
332663,0919;;;;;
371970,7035;;;;;
349016,9902;;;;;
332705,5548;;;;;
344622,6434;;;;;
361455,7641;;;;;
346098,044;;;;;
327472,8101;;;;;
330268,337;;;;;
338577,6005;;;;;
335692,7417;;;;;
346362,3594;;;;;
352356,9581;;;;;
341069,3373;;;;;
346665,5297;;;;;
346073,4605;;;;;
350460,2158;;;;;
329183,1205;;;;;
363910,3318;;;;;
348092,9877;;;;;
333230,8522;;;;;
337676,5922;;;;;
336940,4913;;;;;
364399,2753;;;;;
339087,1855;;;;;
345600,5753;;;;;
328795,7184;;;;;
313209,276;;;;;
339710,3818;;;;;
340674,6739;;;;;
353754,5664;;;;;
331073,2928;;;;;
338971,3051;;;;;
340543,8469;;;;;
354233,867;;;;;
335858,178;;;;;
324206,868;;;;;
317440,5414;;;;;
305675,7786;;;;;
339639,9073;;;;;
336668,2944;;;;;
350160,0197;;;;;
356770,5194;;;;;
337920,227;;;;;
328755,8296;;;;;
358265,0188;;;;;
343498,3194;;;;;
341889,2587;;;;;
341713,2642;;;;;
336539,3536;;;;;
341862,1117;;;;;
345217,615;;;;;
318910,1653;;;;;
335363,012;;;;;
349027,1448;;;;;
354172,0271;;;;;
323581,3068;;;;;
333196,1051;;;;;
353871,7135;;;;;
341915,4717;;;;;
357399,9467;;;;;
320653,9549;;;;;
344066,2773;;;;;
341375,142;;;;;
335042,1362;;;;;
348965,0067;;;;;
334746,6229;;;;;
337534,0445;;;;;
341826,8288;;;;;
350898,2262;;;;;
341051,5457;;;;;
342334,4473;;;;;
365231,1369;;;;;
336909,1053;;;;;
